No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
67,서울특별시 영등포구 당산로27길 12,126.8951522,37.52522673,정좌표,서울특별시 영등포구 당산로27길 12 당산공원 버스정류장 앞,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
68,서울특별시 영등포구 당산로27길 12,126.8951522,37.52522673,정좌표,서울특별시 영등포구 당산로27길 12 당산공원 버스정류장 앞,"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
69,서울특별시 영등포구 당산로27길 12,126.8951522,37.52522673,정좌표,서울특별시 영등포구 당산로27길 12 당산공원 버스정류장 앞,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
70,서울특별시 영등포구 당산로27길 12,126.8951522,37.52522673,정좌표,서울특별시 영등포구 당산로27길 12 당산공원 버스정류장 앞,"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
71,서울특별시 영등포구 영등포로 194,126.9029551,37.5200194,정좌표,서울특별시 영등포구 영등포로 194 씨티은행 앞,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
72,서울특별시 영등포구 영등포로 194,126.9029551,37.5200194,정좌표,서울특별시 영등포구 영등포로 194 씨티은행 앞,"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
73,서울특별시 영등포구 영등포로 141,126.8971926,37.52138722,정좌표,서울특별시 영등포구 영등포로 141 제비표 페인트 앞,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
74,서울특별시 영등포구 영등포로 141,126.8971926,37.52138722,정좌표,서울특별시 영등포구 영등포로 141 제비표 페인트 앞,"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
75,서울특별시 영등포구 영등포로 141,126.8971926,37.52138722,정좌표,서울특별시 영등포구 영등포로 141 제비표 페인트 앞,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
76,서울특별시 영등포구 영등포로 141,126.8971926,37.52138722,정좌표,서울특별시 영등포구 영등포로 141 제비표 페인트 앞,"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
77,서울특별시 영등포구 문래로 110,126.8941145,37.51885103,정좌표,서울특별시 영등포구 문래로 110 문래 청소년 수련관 앞,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
78,서울특별시 영등포구 문래로 110,126.8941145,37.51885103,정좌표,서울특별시 영등포구 문래로 110 문래 청소년 수련관 앞,"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
79,서울특별시 영등포구 신길로 252,126.9117646,37.51411351,정좌표,서울특별시 영등포구 신길로 252 영보빌딩 앞 횡단보도,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
80,서울특별시 영등포구 신길로 252,126.9117646,37.51411351,정좌표,서울특별시 영등포구 신길로 252 영보빌딩 앞 횡단보도,⑥ 횡단보도 입구,② 재활용쓰레기,서울시 영등포구청,
81,서울특별시 영등포구 신길로 89,126.9087621,37.50070334,정좌표,서울특별시 영등포구 신길로 89 백악관웨딩홀 버스정류장(19-241),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
82,서울특별시 영등포구 신길로 89,126.9087621,37.50070334,정좌표,서울특별시 영등포구 신길로 89 남서울ⓐ 버스정류장(19-249),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
83,서울특별시 영등포구 도신로 100 ,126.903934,37.50703812,정좌표,서울특별시 영등포구 도신로 100  우성ⓐ 5차 입구,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
84,서울특별시 영등포구 가마산로 496,126.9114018,37.50554669,정좌표,서울특별시 영등포구 가마산로 496 신풍시장 버스정류장(19-878),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
85,서울특별시 영등포구 신길로 142-1,126.9102859,37.505016,인근좌표,서울특별시 영등포구 신길로 142-1 사러가 쇼핑센터 버스정류장 (19-239),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
86,서울특별시 영등포구 신길로 156,126.9114102,37.50592981,정좌표,서울특별시 영등포구 신길로 156 사러가 사거리 횡단보도,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
87,서울특별시 영등포구 신길로 155,126.9109052,37.50602193,인근좌표,서울특별시 영등포구 신길로 155 사러가 사거리 횡단보도,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
88,서울특별시 영등포구 영등포로 422,126.9248089,37.512392,정좌표,서울특별시 영등포구 영등포로 422 대방역 버스중앙차로(19-015),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
89,서울특별시 영등포구 도신로 228,126.916496,37.51173037,정좌표,서울특별시 영등포구 도신로 228 대신시장 버스정류장(19-228),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
90,서울특별시 영등포구 도신로 228,126.916496,37.51173037,정좌표,서울특별시 영등포구 도신로 228 대신시장 버스정류장(19-228),"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
91,서울특별시 영등포구 영등포로 398,126.9221979,37.51313864,정좌표,서울특별시 영등포구 영등포로 398 횡단보도,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
92,서울특별시 영등포구 영등포로 398,126.9221979,37.51313864,정좌표,서울특별시 영등포구 영등포로 398 횡단보도,⑥ 횡단보도 입구,② 재활용쓰레기,서울시 영등포구청,
93,서울특별시 영등포구 여의대방로 ,126.9222548,37.5057029,인근좌표,서울특별시 영등포구 여의대방로  공군회관 앞 정류장(19-255),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
94,서울특별시 영등포구 여의대방로 ,126.9222548,37.5057029,인근좌표,서울특별시 영등포구 여의대방로  공군회관 앞 정류장(19-255),"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
95,서울특별시 영등포구 여의대방로 ,126.9222548,37.5057029,인근좌표,서울특별시 영등포구 여의대방로  병무청 앞 버스중앙차로(19-014),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
96,서울특별시 영등포구 여의대방로59길,126.923218,37.51406414,인근좌표,서울특별시 영등포구 여의대방로59길 대방역 버스정류장(19-307),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
97,서울특별시 영등포구 신길로 155,126.9109052,37.50602193,인근좌표,서울특별시 영등포구 신길로 155 사러가 교차로 횡단보도,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
98,서울특별시 영등포구 신길로 190 ,126.9113778,37.50942239,정좌표,서울특별시 영등포구 신길로 190  우신초교 버스정류장(19-238),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
99,서울특별시 영등포구 대림로 146,126.9007762,37.49416208,정좌표,서울특별시 영등포구 대림로 146 대동초교 맞은편 버스정류장(19-262),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
100,서울특별시 영등포구 시흥대로 659,126.9074987,37.49084295,정좌표,서울특별시 영등포구 시흥대로 659 천지당약국 앞 택시승강장,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
101,서울특별시 영등포구 시흥대로 613,126.9046112,37.4873875,정좌표,서울특별시 영등포구 시흥대로 613 안국약품 앞 버스중앙차로(19-009) ,⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
102,서울특별시 영등포구 대림역,126.9146598,37.52076076,인근좌표,서울특별시 영등포구 대림역 6번출구 공항리무진 버스정류장(19-502),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
103,서울특별시 영등포구 대림역,126.9146598,37.52076076,인근좌표,서울특별시 영등포구 대림역 5번출구 앞 횡단보도,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
104,서울특별시 영등포구 여의대방로,126.9222548,37.5057029,인근좌표,서울특별시 영등포구 여의대방로 한림대학교 병원 앞 횡단보도,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
105,서울특별시 영등포구 시흥대로659-1,126.9075536,37.49105053,정좌표,"서울특별시 영등포구 시흥대로659-1 강남성심병원, 대림성모병원버스중앙차로(19-010)",⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
106,서울특별시 영등포구 여의대방로,126.9222548,37.5057029,인근좌표,서울특별시 영등포구 여의대방로 경남아너스빌 버스중앙차로(19-011),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
107,서울특별시 영등포구 여의대방로 89,126.9165722,37.49730801,정좌표,서울특별시 영등포구 여의대방로 89 보라매공원 버스중앙차로(19-012),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
108,서울특별시 영등포구 대방천로 259,126.9197996,37.49908046,정좌표,서울특별시 영등포구 대방천로 259 동작세무서 앞 버스중앙차로(19-013),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
109,서울특별시 영등포구 대림로21길 6,126.9001188,37.49370356,정좌표,서울특별시 영등포구 대림로21길 6 대동초교 앞 버스정류장(19-266),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
110,서울특별시 영등포구 대림로21길 6,126.9001188,37.49370356,정좌표,서울특별시 영등포구 대림로21길 6 대동초교 앞 버스정류장(19-266),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
111,서울특별시 영등포구 대림로 191,126.8983275,37.49780237,정좌표,서울특별시 영등포구 대림로 191 대림3동주민센터 옆,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
112,서울특별시 영등포구 대림로 191,126.8983275,37.49780237,정좌표,서울특별시 영등포구 대림로 191 대림3동주민센터 옆,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
113,서울특별시 영등포구 신길로 39,126.9077849,37.49596633,정좌표,서울특별시 영등포구 신길로 39 썬프라자 앞 버스정류장(19-258),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
114,서울특별시 영등포구 신길로 39,126.9077849,37.49596633,정좌표,서울특별시 영등포구 신길로 39 썬프라자 앞 버스정류장(19-258),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
115,서울특별시 영등포구 버드나루로,126.9093711,37.52529015,인근좌표,"서울특별시 영등포구 버드나루로 근로복지공단,서울남부지사 버스정류장(19-557)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
116,서울특별시 영등포구 영중로,126.9047714,37.52258296,인근좌표,서울특별시 영등포구 영중로 신화병원 버스정류장(19-121),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
117,서울특별시 영등포구 영등포로,126.9199291,37.51363569,인근좌표,서울특별시 영등포구 영등포로 김안과병원 버스정류장(19-118),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
118,서울특별시 영등포구 경인로,126.9050304,37.51621755,인근좌표,서울특별시 영등포구 경인로 영등포역 버스중앙차로(19-005),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
119,서울특별시 영등포구 영신로,126.9089926,37.51276912,인근좌표,서울특별시 영등포구 영신로 영등포청과시장 버스정류장(19-436),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
120,서울특별시 영등포구 영신로,126.9089926,37.51276912,인근좌표,서울특별시 영등포구 영신로 당산신동아파밀리에 버스정류장(19-435),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
121,서울특별시 영등포구 신길로,126.9106253,37.50271805,인근좌표,서울특별시 영등포구 신길로 대성병원 버스정류장(19-101),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
122,서울특별시 영등포구 문래로,126.8919669,37.5181119,인근좌표,"서울특별시 영등포구 문래로 영일시장, 록스 버스정류장(19-588)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
123,서울특별시 영등포구 문래로28길,126.8991996,37.5170671,인근좌표,서울특별시 영등포구 문래로28길 문래주민센터 마을버스정류장(19-733),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
124,서울특별시 영등포구 영등포로,126.9199291,37.51363569,인근좌표,서울특별시 영등포구 영등포로 당산동진로아파트 버스정류장(19-162),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
125,서울특별시 영등포구 영등포로,126.9199291,37.51363569,인근좌표,서울특별시 영등포구 영등포로 당산동진로아파트 버스정류장(19-163),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
126,서울특별시 영등포구 버드나루로,126.9093711,37.52529015,인근좌표,"서울특별시 영등포구 버드나루로 근로복지공단,서울남부지사 버스정류장(19-578)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
127,서울특별시 영등포구 양산로,126.894117,37.52467564,인근좌표,서울특별시 영등포구 양산로 영등포구청 버스정류장(19-852),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
128,서울특별시 영등포구 당산로,126.8944702,37.51528892,인근좌표,서울특별시 영등포구 당산로 현대아파트 버스정류장(19-302),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
129,서울특별시 영등포구 문래로,126.8919669,37.5181119,인근좌표,서울특별시 영등포구 문래로 문래역 버스정류장(19-193),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
130,서울특별시 영등포구 경인로,126.9050304,37.51621755,인근좌표,서울특별시 영등포구 경인로 문래동남성아파트 버스중앙차로(19-001),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
131,서울특별시 영등포구 도림로,126.9020076,37.50657527,인근좌표,서울특별시 영등포구 도림로 성락교회 버스장류장(19-234),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
132,서울특별시 영등포구 도림로,126.9020076,37.50657527,인근좌표,서울특별시 영등포구 도림로 신길5동주민센터 버스정류장(19-242),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
133,서울특별시 영등포구 경인로,126.9050304,37.51621755,인근좌표,서울특별시 영등포구 경인로 신도림역 버스중앙차로(17-001),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
134,서울특별시 영등포구 신풍로,126.9141327,37.49984918,인근좌표,서울특별시 영등포구 신풍로 신풍역 버스정류장(19-219),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
135,서울특별시 영등포구 도신로,126.9047307,37.50795842,인근좌표,서울특별시 영등포구 도신로 한국방송통신대학 버스정류장(19-273),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
136,서울특별시 영등포구 노들로,126.907302,37.53335252,인근좌표,"서울특별시 영등포구 노들로 양평한신아파트,선유도공원입구 버스정류장(19-216)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
137,서울특별시 영등포구 영등포로,126.9199291,37.51363569,인근좌표,서울특별시 영등포구 영등포로 신길역 버스정류장(19-279),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
138,서울특별시 영등포구 양평로22길,126.8956443,37.54049289,인근좌표,서울특별시 영등포구 양평로22길 당산초등학교 버스정류장(19-220),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
139,서울특별시 영등포구 양평로,126.8915473,37.53935248,인근좌표,"서울특별시 영등포구 양평로 한신아파트, 선유도역 버스정류장(19-211)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
140,서울특별시 영등포구 선유로,126.8903108,37.52481482,인근좌표,서울특별시 영등포구 선유로 선유고등학교 버스정류장(28-017),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
141,서울특별시 영등포구 경인로,126.9050304,37.51621755,인근좌표,서울특별시 영등포구 경인로 남부지방법원등기국 버스중앙차로(19-004),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,서울시 영등포구청,
142,서울특별시 영등포구 가마산로,126.8992786,37.50108091,인근좌표,서울특별시 영등포구 가마산로 신길건영아파트 버스정류장(19-455),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
143,서울특별시 영등포구 가마산로,126.8992786,37.50108091,인근좌표,서울특별시 영등포구 가마산로 대영고등학교 후문 버스정류장(19-827),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
144,서울특별시 영등포구 가마산로,126.8992786,37.50108091,인근좌표,서울특별시 영등포구 가마산로 수정교회 버스정류장(19-457),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
145,서울특별시 영등포구 영중로,126.9047714,37.52258296,인근좌표,"서울특별시 영등포구 영중로 경방타임스퀘어,신세계백화점 버스정류장(19-110)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
146,서울특별시 영등포구 영중로,126.9047714,37.52258296,인근좌표,"서울특별시 영등포구 영중로 경방타임스퀘어,신세계백화점 버스정류장(19-821)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
147,서울특별시 영등포구 영중로,126.9047714,37.52258296,인근좌표,"서울특별시 영등포구 영중로 경방타임스퀘어,신세계백화점 버스정류장(19-112)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
148,서울특별시 영등포구 영중로,126.9047714,37.52258296,인근좌표,"서울특별시 영등포구 영중로 경방타임스퀘어,신세계백화점 버스정류장(19-117)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
149,서울특별시 영등포구 문래로,126.8919669,37.5181119,인근좌표,서울특별시 영등포구 문래로 타임스퀘어 버스정류장(19-434),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
150,서울특별시 영등포구 문래로,126.8919669,37.5181119,인근좌표,"서울특별시 영등포구 문래로 영등포소방서,타임스퀘어버스정류장(19-851)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
151,서울특별시 영등포구 노들로,126.907302,37.53335252,인근좌표,서울특별시 영등포구 노들로 아리수 정수센터 버스정류장(19-215),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
152,서울특별시 영등포구 노들로,126.907302,37.53335252,인근좌표,서울특별시 영등포구 노들로 아리수 정수센터 버스정류장(19-215),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
153,서울특별시 영등포구 노들로,126.907302,37.53335252,인근좌표,서울특별시 영등포구 노들로 안양천입구 버스정류장(19-217),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
154,서울특별시 영등포구 노들로,126.907302,37.53335252,인근좌표,서울특별시 영등포구 노들로 안양천입구 버스정류장(19-217),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
155,서울특별시 영등포구 여의동로,126.9371645,37.51778585,인근좌표,서울특별시 영등포구 여의동로 여의나루역 2번출구 버스정류장(19-140),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
156,서울특별시 영등포구 여의나루로 42,126.9249712,37.52147049,정좌표,서울특별시 영등포구 여의나루로 42 여의도역 사거리 5번출구방향 ,② 지하철역 입구,① 일반쓰레기,서울시 영등포구청,
157,서울특별시 영등포구 여의나루로 42,126.9249712,37.52147049,정좌표,서울특별시 영등포구 여의나루로 42 여의도역 사거리5번출구방향 ,② 지하철역 입구,① 일반쓰레기,서울시 영등포구청,
158,서울특별시 영등포구 여의나루로 76,126.9291725,37.52313926,정좌표,서울특별시 영등포구 여의나루로 76 증권거래소 앞버스정류소(19-157),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
159,서울특별시 영등포구 여의나루로 76,126.9291725,37.52313926,정좌표,서울특별시 영등포구 여의나루로 76 증권거래소 맞은편 버스정류소(19-158),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
160,서울특별시 영등포구 여의동로,126.9371645,37.51778585,인근좌표,서울특별시 영등포구 여의동로 여의나루역 1번출구 버스정류장(19-139),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
161,서울특별시 영등포구 여의동로,126.9371645,37.51778585,인근좌표,서울특별시 영등포구 여의동로 여의나루역 1번출구 버스정류장(19-139),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
162,서울특별시 영등포구 국제금융로7길 46,126.935754,37.52398102,정좌표,서울특별시 영등포구 국제금융로7길 46 여의도중학교 뒤 버스정류장(19-141),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
163,서울특별시 영등포구 국제금융로 108-6,126.9332307,37.51757943,정좌표,서울특별시 영등포구 국제금융로 108-6 진주아파트 앞 버스정류장(19-149),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
164,서울특별시 영등포구 국제금융로 109,126.934265,37.51940404,정좌표,서울특별시 영등포구 국제금융로 109 삼익아파트 앞 버스정류장(19-145),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
165,서울특별시 영등포구 의사당대로,126.9183996,37.52633619,인근좌표,서울특별시 영등포구 의사당대로 여의도역 6번출구 버스정류장(19-155),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
166,서울특별시 영등포구 국회대로76길 15,126.9231886,37.53096546,정좌표,서울특별시 영등포구 국회대로76길 15 순복음교회 맞은편 버스정류장(19-137),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
167,서울특별시 영등포구 국회대로76길 15,126.9231886,37.53096546,정좌표,서울특별시 영등포구 국회대로76길 15 순복음교회 맞은편 버스정류장(19-137),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
168,서울특별시 영등포구 63로,126.9376578,37.51934692,인근좌표,서울특별시 영등포구 63로 가톨릭대학교여의대성모병원 버스정류장(19-143) ,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
169,서울특별시 영등포구 국제금융로 78,126.9312975,37.52087134,정좌표,서울특별시 영등포구 국제금융로 78 한양아파트버스정류장(19-286),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
170,서울특별시 영등포구 국제금융로 112,126.9339084,37.51840183,정좌표,서울특별시 영등포구 국제금융로 112 여의동주민센터 앞버스정류장(19-148),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
171,서울특별시 영등포구 국제금융로 112,126.9339084,37.51840183,정좌표,서울특별시 영등포구 국제금융로 112 여의동 주민센터 맞은편버스정류장(19-147),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
172,서울특별시 영등포구 국회대로,126.8979022,37.5273496,인근좌표,서울특별시 영등포구 국회대로 B&B타워 앞,③ 도로(가로)변,① 일반쓰레기,서울시 영등포구청,
173,서울특별시 영등포구 국회대로62길,126.9170829,37.52648439,인근좌표,서울특별시 영등포구 국회대로62길 kbs연구동 입구,⑥ 횡단보도 입구,① 일반쓰레기,서울시 영등포구청,
174,서울특별시 영등포구 의사당대로 1,126.9141376,37.53189211,정좌표,서울특별시 영등포구 의사당대로 1 국회의사당역 1번출구 현대빌딩 앞,② 지하철역 입구,① 일반쓰레기,서울시 영등포구청,
175,서울특별시 영등포구 여의대방로,126.9222548,37.5057029,인근좌표,서울특별시 영등포구 여의대방로 KBS 별관 앞 버스정류장(19-150),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
176,서울특별시 영등포구 의사당대로 1,126.9141376,37.53189211,정좌표,서울특별시 영등포구 의사당대로 1 국회의사당역 1번출구LG에클라트,② 지하철역 입구,① 일반쓰레기,서울시 영등포구청,
177,서울특별시 영등포구 의사당대로 1,126.9141376,37.53189211,정좌표,서울특별시 영등포구 의사당대로 1 국회도서관 입구,③ 도로(가로)변,① 일반쓰레기,서울시 영등포구청,
178,서울특별시 영등포구 의사당대로 1,126.9141376,37.53189211,정좌표,서울특별시 영등포구 의사당대로 1 의원회관 입구,③ 도로(가로)변,① 일반쓰레기,서울시 영등포구청,
179,서울특별시 영등포구 여의나루로 42,126.9249712,37.52147049,정좌표,서울특별시 영등포구 여의나루로 42 미성아파트 A동 입구,③ 도로(가로)변,① 일반쓰레기,서울시 영등포구청,
180,서울특별시 영등포구 국제금융로 82 ,126.9315794,37.52221454,인근좌표,서울특별시 영등포구 국제금융로 82  롯데캐슬 아이비 맞은편,③ 도로(가로)변,① 일반쓰레기,서울시 영등포구청,
181,서울특별시 영등포구 여의길 55,127.8283718,35.10555399,정좌표,서울특별시 영등포구 여의길 55 KBS 별관 앞 버스정류장(19-150),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
182,서울특별시 영등포구 여의서로,126.9130456,37.53365622,인근좌표,서울특별시 영등포구 여의서로 여의도공원 버스정류장(19-138),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
183,서울특별시 영등포구 63로,126.9376578,37.51934692,인근좌표,서울특별시 영등포구 63로 시범아파트 맞은편 63빌딩 버스정류장(19-144) ,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
184,서울특별시 영등포구 여의서로 43,126.9248429,37.53072908,정좌표,"서울특별시 영등포구 여의서로 43 한서빌딩, 순복음교회 버스정류장(19-136)","① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
185,서울특별시 영등포구 여의대방로,126.9222548,37.5057029,인근좌표,서울특별시 영등포구 여의대방로 앙카라공원 앞 버스정류소(19-151),"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
186,서울특별시 영등포구 양산로,126.894117,37.52467564,인근좌표,서울특별시 영등포구 양산로 양평역 1번 출구앞,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
187,서울특별시 영등포구 양산로,126.894117,37.52467564,인근좌표,서울특별시 영등포구 양산로 양평역 1번 출구앞,"① 정류장(버스, 택시 등)",② 재활용쓰레기,서울시 영등포구청,
188,서울특별시 영등포구 영등포로 178,126.9012814,37.52031856,정좌표,서울특별시 영등포구 영등포로 178 청과시장사거리 김안과쪽,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
189,서울특별시 영등포구 여의나루로 96,126.9300829,37.52517512,인근좌표,서울특별시 영등포구 여의나루로 96 MBC옆 버스정류장,"① 정류장(버스, 택시 등)",① 일반쓰레기,서울시 영등포구청,
1,대전광역시 동구 동대전로 319,127.443052,36.34900766,정좌표,대전광역시 동구 동대전로 319 대전광역시 동구 동대전로 319 중앙택시,버스정류장 앞,일반+담배꽁초+재활용 ,대전광역시 동구,042-251-4561
2,대전광역시 동구 합내로 75,127.4398194,36.34986146,정좌표,대전광역시 동구 합내로 75 더치나인,버스정류장 앞,일반+담배꽁초+재활용 ,대전광역시 동구,042-251-4561
3,대전광역시 동구 우암로 355 건너편,127.452097,36.35071104,정좌표,대전광역시 동구 우암로 355 건너편 택시회사,버스정류장 앞,일반+담배꽁초+재활용 ,대전광역시 동구,042-251-4561
4,대전광역시 동구 우암로 328,127.4512675,36.34827888,정좌표,대전광역시 동구 우암로 328 연세의원,버스정류장 앞,일반+담배꽁초+재활용 ,대전광역시 동구,042-251-4561
5,대전광역시 동구 우암로 240,127.4432814,36.34387917,정좌표,대전광역시 동구 우암로 240 가양치과,버스정류장 앞,일반+담배꽁초+재활용 ,대전광역시 동구,042-251-4561
